iamfloc,repair_date,project_type,avg_crashes_before,avg_crashes_after,crashes_per_mile_before,crashes_per_mile_after,crash_reduction,crash_reduction_pct
SS-005061-PV1,2019-07-05,CONCRETE,0.0,0.0,0.0,0.0,0.0,
SS-021260-PV1,2019-07-08,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014178-PV1,2019-07-08,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018323-PV1,2019-07-08,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-018322-PV1,2019-07-08,OVERLAY,0.5,0.0,8.791197081322569,0.0,0.5,100.0
SS-019983-PV1,2019-07-08,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019982-PV1,2019-07-08,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018324-PV1,2019-07-08,OVERLAY,1.0,0.0,12.981900820736422,0.0,1.0,100.0
SS-021984-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020332-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020331-PV1,2019-07-09,SLURRY,0.0,1.0,0.0,16.13924253766358,-1.0,
SS-008951-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020330-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021983-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-008950-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020321-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020320-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007425-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020317-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-015008-PV1,2019-07-09,OVERLAY,0.0,0.5,0.0,7.165738649225693,-0.5,
SS-019976-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029516-PV1,2019-07-09,SLURRY,0.0,0.5,0.0,8.380909811251753,-0.5,
SS-019984-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029517-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029518-PV1,2019-07-09,SLURRY,0.0,0.5,0.0,9.747135671267513,-0.5,
SS-031240-PV1,2019-07-09,SLURRY,0.0,1.0,0.0,9.896174510040963,-1.0,
SS-028834-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-002953-PV1,2019-07-09,SLURRY,0.5,0.0,9.5610119317083,0.0,0.5,100.0
SS-020318-PV1,2019-07-09,SLURRY,0.5,0.5,11.745151565842253,11.745151565842253,0.0,0.0
SS-028835-PV1,2019-07-09,OVERLAY,0.0,0.5,0.0,9.635036496350365,-0.5,
SS-002951-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028836-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-029642-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007426-PV1,2019-07-09,OVERLAY,0.5,0.0,9.96885864498289,0.0,0.5,100.0
SS-011892-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-011893-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-011894-PV1,2019-07-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020314-PV1,2019-07-09,SLURRY,0.5,1.0,5.221973431232149,10.443946862464298,-0.5,-100.0
SS-020315-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-002952-PV1,2019-07-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021980-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-015242-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021982-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021979-PV1,2019-07-10,OVERLAY,0.5,0.0,9.634452803224331,0.0,0.5,100.0
SS-021981-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-016116-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011895-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001396-PV1,2019-07-10,SLURRY,0.0,0.5,0.0,29.333333333333336,-0.5,
SS-011029-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017065-PV1,2019-07-10,OVERLAY,0.0,1.0,0.0,15.137454103841216,-1.0,
SS-016113-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016114-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016115-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016117-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016947-PV1,2019-07-10,OVERLAY,0.0,1.0,0.0,14.39441627506857,-1.0,
SS-028517-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028510-PV1,2019-07-10,OVERLAY,1.0,5.0,6.681188127832387,33.40594063916193,-4.0,-400.0
SS-001395-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028831-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028832-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028833-PV1,2019-07-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028514-PV1,2019-07-10,OVERLAY,1.0,2.5,31.00254479221836,77.5063619805459,-1.5,-150.0
SS-031590-PV1,2019-07-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028513-PV1,2019-07-10,OVERLAY,0.0,0.5,0.0,5.181832260556658,-0.5,
SS-024135-PV1,2019-07-11,SLURRY,0.0,2.0,0.0,7.961569143853115,-2.0,
SS-019882-PV1,2019-07-11,SLURRY,0.5,0.5,3.5284862446508014,3.5284862446508014,0.0,0.0
SS-029514-PV1,2019-07-11,SLURRY,0.5,0.0,15.670790478275697,0.0,0.5,100.0
SS-017893-PV1,2019-07-15,SLURRY,0.5,0.0,6.892905398789825,0.0,0.5,100.0
SS-013146-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012341-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016924-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011250-PV1,2019-07-15,SLURRY,0.0,0.5,0.0,4.8797177305098245,-0.5,
SS-011240-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013628-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017870-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017869-PV1,2019-07-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018785-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018784-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018783-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018640-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011238-PV1,2019-07-16,SLURRY,0.5,0.0,4.799926692028703,0.0,0.5,100.0
SS-017131-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017133-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017136-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017138-PV1,2019-07-16,SLURRY,1.0,0.0,13.366993854220782,0.0,1.0,100.0
SS-017139-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019826-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017130-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017134-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017105-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017137-PV1,2019-07-16,SLURRY,0.0,0.5,0.0,6.786634135381525,-0.5,
SS-023124-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017123-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-023123-PV1,2019-07-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-004786-PV1,2019-07-17,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-004785-PV1,2019-07-17,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-030024-PV1,2019-07-17,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-002002-PV1,2019-07-17,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-005059-PV1,2019-07-17,CONCRETE,0.0,0.0,0.0,0.0,0.0,
SS-011239-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012339-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007373-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019825-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012366-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009050-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016926-PV1,2019-07-18,SLURRY,0.5,0.0,4.3635822696412845,0.0,0.5,100.0
SS-002032-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009411-PV1,2019-07-18,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-009049-PV1,2019-07-18,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-006624-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-031411-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-031410-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-004682-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-004681-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-031412-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013755-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-031413-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013756-PV1,2019-07-19,SLURRY,0.5,1.5,4.473235058844221,13.419705176532663,-1.0,-200.0
SS-031415-PV1,2019-07-19,SLURRY,0.5,0.5,2.7315187150935962,2.7315187150935962,0.0,0.0
SS-031414-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-004683-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020179-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-006625-PV1,2019-07-19,SLURRY,0.0,0.5,0.0,7.4913912847310415,-0.5,
SS-031416-PV1,2019-07-19,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-006626-PV1,2019-07-19,SLURRY,1.0,2.5,15.10746904113352,37.7686726028338,-1.5,-150.0
SS-013256-PV1,2019-07-22,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-018119-PV1,2019-07-22,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-014719-PV1,2019-07-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014720-PV1,2019-07-22,SLURRY,0.0,0.5,0.0,9.483940706690095,-0.5,
SS-008184-PV1,2019-07-23,SLURRY,0.0,0.5,0.0,9.852794032192513,-0.5,
SS-021516-PV1,2019-07-23,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008082-PV1,2019-07-23,OVERLAY,0.0,0.5,0.0,4.069290773484316,-0.5,
SS-023413-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-016532-PV1,2019-07-23,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029599-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-029600-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-009721-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-016545-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-011935-PV1,2019-07-23,SLURRY,0.0,1.0,0.0,7.230808502992569,-1.0,
SS-008081-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-008185-PV1,2019-07-23,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008086-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-008087-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-029494-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-011655-PV1,2019-07-23,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028166-PV1,2019-07-23,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-006275-PV1,2019-07-23,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014862-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017943-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-026393-PV1,2019-07-24,OVERLAY,0.0,0.5,0.0,4.531561813077881,-0.5,
SS-026651-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019114-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008194-PV1,2019-07-24,SLURRY,1.5,0.5,11.579516186760051,3.859838728920017,1.0,66.66666666666666
SS-007879-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008188-PV1,2019-07-24,SLURRY,0.0,0.5,0.0,7.178629871475334,-0.5,
SS-013761-PV1,2019-07-24,OVERLAY,0.5,0.5,4.552469801088109,4.552469801088109,0.0,0.0
SS-002362-PV1,2019-07-24,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-018307-PV1,2019-07-24,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-009747-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025986-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007880-PV1,2019-07-24,SLURRY,0.0,0.5,0.0,10.775413445267024,-0.5,
SS-013918-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025980-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-026225-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-026647-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009746-PV1,2019-07-24,SLURRY,0.0,0.5,0.0,5.6309921274890735,-0.5,
SS-009744-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011667-PV1,2019-07-24,SLURRY,0.5,0.5,2.9826979791204367,2.9826979791204367,0.0,0.0
SS-016199-PV1,2019-07-24,OVERLAY,0.0,0.5,0.0,4.541093281968522,-0.5,
SS-012865-PV1,2019-07-24,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-002363-PV1,2019-07-24,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-010320-PV1,2019-07-24,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-026297-PV1,2019-07-24,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001655-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013920-PV1,2019-07-25,SLURRY,0.0,1.0,0.0,9.603469471607289,-1.0,
SS-013917-PV1,2019-07-25,SLURRY,0.5,2.0,2.109531679172833,8.438126716691333,-1.5,-300.0
SS-020788-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022552-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013944-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019568-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007878-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029674-PV1,2019-07-25,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-029673-PV1,2019-07-25,OVERLAY,0.0,0.5,0.0,9.000068523248984,-0.5,
SS-025987-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021730-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012746-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029672-PV1,2019-07-25,OVERLAY,0.0,0.5,0.0,4.048841916188052,-0.5,
SS-020087-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007876-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019549-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013373-PV1,2019-07-25,SLURRY,0.0,1.0,0.0,8.185692432838952,-1.0,
SS-025988-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-006283-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021849-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011665-PV1,2019-07-25,SLURRY,0.0,0.5,0.0,9.047925214785407,-0.5,
SS-019569-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019570-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025383-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016134-PV1,2019-07-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012367-PV1,2019-07-25,SLURRY,0.0,0.5,0.0,6.71747178789074,-0.5,
SS-012375-PV1,2019-07-25,SLURRY,0.5,0.0,7.006280174774843,0.0,0.5,100.0
SS-002660-PV1,2019-07-25,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-009745-PV1,2019-07-25,SLURRY,0.0,0.5,0.0,11.01053341029585,-0.5,
SS-000747-PV1,2019-07-26,SLURRY,0.0,0.5,0.0,8.25,-0.5,
SS-002659-PV1,2019-07-26,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021066-PV1,2019-07-26,SLURRY,0.0,0.5,0.0,7.696793002915452,-0.5,
SS-021068-PV1,2019-07-26,SLURRY,0.5,0.0,8.107657406022577,0.0,0.5,100.0
SS-021059-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021922-PV1,2019-07-26,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021921-PV1,2019-07-26,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-000749-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025985-PV1,2019-07-26,SLURRY,0.5,0.5,12.174381412302028,12.174381412302028,0.0,0.0
SS-025984-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021668-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000750-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007885-PV1,2019-07-26,SLURRY,1.5,0.0,33.276933412940274,0.0,1.5,100.0
SS-000751-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008195-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000753-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008193-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012369-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017854-PV1,2019-07-26,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-012370-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012747-PV1,2019-07-26,SLURRY,0.0,0.5,0.0,6.947152693679512,-0.5,
SS-012743-PV1,2019-07-26,SLURRY,0.0,0.5,0.0,3.9758317620765893,-0.5,
SS-019551-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019552-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012744-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025353-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019553-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012368-PV1,2019-07-26,SLURRY,0.0,0.5,0.0,13.26027457809473,-0.5,
SS-011661-PV1,2019-07-26,SLURRY,0.5,0.5,5.966262143546912,5.966262143546912,0.0,0.0
SS-005173-PV1,2019-07-26,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010325-PV1,2019-07-28,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-007882-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-006284-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028121-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-017941-PV1,2019-07-29,SLURRY,0.0,0.5,0.0,2.3386073061989925,-0.5,
SS-016436-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-018697-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016437-PV1,2019-07-29,SLURRY,0.0,0.5,0.0,6.848478198103128,-0.5,
SS-007877-PV1,2019-07-29,SLURRY,0.0,0.5,0.0,6.255851531581742,-0.5,
SS-008191-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008190-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011663-PV1,2019-07-29,SLURRY,0.0,0.5,0.0,9.663338793363776,-0.5,
SS-006282-PV1,2019-07-29,SLURRY,0.0,0.5,0.0,8.491151351878136,-0.5,
SS-028120-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008192-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-003504-PV1,2019-07-29,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-003503-PV1,2019-07-29,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-003502-PV1,2019-07-29,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-015356-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008187-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011664-PV1,2019-07-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-003505-PV1,2019-07-29,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-004435-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011660-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-015355-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007881-PV1,2019-07-30,SLURRY,0.5,0.0,3.687452632296442,0.0,0.5,100.0
SS-013919-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016435-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016434-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020086-PV1,2019-07-30,SLURRY,0.0,2.0,0.0,51.23736290609006,-2.0,
SS-016439-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-023135-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028468-PV1,2019-07-30,SLURRY,0.5,0.0,4.312429647365767,0.0,0.5,100.0
SS-008103-PV1,2019-07-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008189-PV1,2019-07-30,SLURRY,0.0,0.5,0.0,5.4825130676945,-0.5,
SS-028411-PV1,2019-07-30,OVERLAY,0.5,0.5,9.978632874379219,9.978632874379219,0.0,0.0
SS-013217-PV1,2019-07-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000748-PV1,2019-07-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025982-PV1,2019-07-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009410-PV1,2019-07-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025981-PV1,2019-07-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021060-PV1,2019-08-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016133-PV1,2019-08-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016158-PV1,2019-08-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021067-PV1,2019-08-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011578-PV1,2019-08-02,SLURRY,1.5,0.0,21.063835389317923,0.0,1.5,100.0
SS-000746-PV1,2019-08-02,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-002012-PV1,2019-08-02,SLURRY,0.0,0.5,0.0,6.9841048123656755,-0.5,
SS-012741-PV1,2019-08-02,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011577-PV1,2019-08-02,SLURRY,0.0,0.5,0.0,6.839167393544084,-0.5,
SS-002011-PV1,2019-08-02,SLURRY,0.0,1.0,0.0,13.858067665689866,-1.0,
SS-012742-PV1,2019-08-02,SLURRY,0.0,1.0,0.0,8.085605738207382,-1.0,
SS-002013-PV1,2019-08-02,SLURRY,0.0,0.5,0.0,6.965677153528802,-0.5,
SS-001538-PV1,2019-08-06,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-011212-PV1,2019-08-06,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-009543-PV1,2019-08-06,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-011574-PV1,2019-08-07,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029857-PV1,2019-08-07,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011576-PV1,2019-08-07,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011575-PV1,2019-08-07,SLURRY,0.0,0.5,0.0,6.983908967921107,-0.5,
SS-020044-PV1,2019-08-07,SLURRY,0.0,0.5,0.0,3.8652339337671666,-0.5,
SS-020043-PV1,2019-08-07,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011573-PV1,2019-08-07,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029868-PV1,2019-08-08,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-030086-PV1,2019-08-08,CONCRETE,0.0,0.0,0.0,0.0,0.0,
SS-029867-PV1,2019-08-08,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-030034-PV1,2019-08-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-030057-PV1,2019-08-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001707-PV1,2019-08-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
